"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","ShortCode"
"1",2226,17,"M","B","2016-09-05T20:55:00","20","九月","星期一","6"
"2",2394,19,"M","W","2016-10-29T00:36:00","0","十月","星期六","6"
"3",231,18,"M","B","2016-08-07T22:08:00","22","八月","星期日","6"
"4",58,21,"F","B","2016-08-11T18:12:00","18","八月","星期四","6"
"5",2509,19,"F","W","2016-10-30T02:12:00","2","十月","星期日","63"
"6",2949,20,"M","W","2016-11-18T01:47:00","1","十一月","星期五","63"
"7",5540,20,"M","B","2017-02-10T16:21:00","16","二月","星期五","6"
"8",1002,19,"M","B","2016-09-09T21:40:00","21","九月","星期五","6"
"9",1671,20,"M","B","2016-10-01T16:40:00","16","十月","星期六","6"
"10",3717,17,"M","B","2016-12-21T09:00:00","9","十二月","星期三","31"
"11",1544,20,"M","W","2016-10-01T16:30:00","16","十月","星期六","63"
"12",1544,20,"M","W","2016-10-01T16:30:00","16","十月","星期六","6"
"13",4411,13,"M","B","2017-01-10T19:20:00","19","一月","星期二","61"
"14",3877,17,"M","B","2016-12-21T16:00:00","16","十二月","星期三","61"
"15",4447,17,"M","B","2017-01-21T02:30:00","2","一月","星期六","61"
"16",4467,20,"M","B","2017-01-09T21:00:00","21","一月","星期一","27"
"17",6411,11,"M","B","2017-03-16T09:30:00","9","三月","星期四","31"
"18",2065,17,"M","B","2016-10-25T14:30:00","14","十月","星期二","35"
"19",3984,17,"M","B","2017-01-06T11:40:00","11","一月","星期五","61"
"20",4923,16,"M","B","2017-01-30T19:20:00","19","一月","星期一","61"
"21",6861,19,"M","B","2017-03-28T15:15:00","15","三月","星期二","61"
"22",4941,21,"M","B","2017-02-02T13:20:00","13","二月","星期四","6"
"23",6419,21,"M","B","2017-03-10T02:15:00","2","三月","星期五","6"
"24",26,15,"M","B","2016-08-31T21:29:00","21","八月","星期三","61"
"25",28,18,"M","B","2016-08-02T13:45:00","13","八月","星期二","61"
"26",46,16,"M","B","2016-09-13T09:15:00","9","九月","星期二","61"
"27",729,13,"M","B","2016-08-24T12:34:00","12","八月","星期三","6"
"28",729,13,"M","B","2016-08-24T12:34:00","12","八月","星期三","61"
"29",729,13,"M","B","2016-08-24T12:34:00","12","八月","星期三","27"
"30",2475,21,"M","W","2016-10-31T21:35:00","21","十月","星期一","35"
"31",94,16,"M","B","2016-09-01T23:22:00","23","九月","星期四","61"
"32",4576,17,"M","B","2017-01-28T17:00:00","17","一月","星期六","61"
"33",2403,16,"M","B","2016-11-01T20:04:00","20","十一月","星期二","61"
"34",5168,17,"M","B","2017-02-10T19:15:00","19","二月","星期五","61"
"35",5173,13,"M","B","2017-02-08T12:44:00","12","二月","星期三","61"
"36",2422,19,"M","B","2016-11-09T12:53:00","12","十一月","星期三","6"
"37",328,19,"M","W","2016-09-06T14:00:00","14","九月","星期二","31"
"38",2067,14,"M","B","2016-10-21T20:55:00","20","十月","星期五","61"
"39",5328,15,"M","B","2017-02-13T17:30:00","17","二月","星期一","61"
"40",5337,13,"M","B","2017-02-08T20:45:00","20","二月","星期三","27"
"41",1035,15,"M","B","2016-09-10T15:50:00","15","九月","星期六","61"
"42",3532,16,"M","B","2016-12-17T09:50:00","9","十二月","星期六","61"
"43",2547,17,"M","B","2016-11-16T14:03:00","14","十一月","星期三","61"
"44",416,16,"M","B","2016-09-19T15:00:00","15","九月","星期一","6"
"45",416,16,"M","B","2016-09-19T15:00:00","15","九月","星期一","61"
"46",2584,15,"M","B","2016-11-07T21:10:00","21","十一月","星期一","61"
"47",6480,21,"M","W","2017-03-11T21:35:00","21","三月","星期六","35"
"48",2601,17,"M","B","2016-11-16T14:03:00","14","十一月","星期三","61"
"49",2610,21,"M","B","2016-11-18T09:54:00","9","十一月","星期五","31"
"50",2546,17,"M","B","2016-11-16T14:03:00","14","十一月","星期三","61"
"51",2621,21,"M","B","2016-11-19T17:35:00","17","十一月","星期六","61"
"52",5432,21,"M","B","2017-02-09T16:26:00","16","二月","星期四","61"
"53",5905,21,"F","B","2017-02-14T15:54:00","15","二月","星期二","6"
"54",5433,18,"M","B","2017-02-09T16:26:00","16","二月","星期四","61"
"55",5434,21,"M","B","2017-02-09T16:26:00","16","二月","星期四","61"
"56",4548,16,"M","B","2017-01-09T02:03:00","2","一月","星期一","61"
"57",5133,17,"M","O","2017-01-11T11:30:00","11","一月","星期三","31"
"58",2713,20,"F","B","2016-10-09T02:40:00","2","十月","星期日","35"
"59",4276,19,"M","B","2017-01-01T20:43:00","20","一月","星期日","6"
"60",2715,17,"F","B","2016-10-09T02:40:00","2","十月","星期日","35"
"61",6545,21,"M","B","2017-03-12T01:25:00","1","三月","星期日","61"
"62",299,14,"M","B","2016-08-26T06:15:00","6","八月","星期五","61"
"63",365,18,"M","B","2016-08-31T21:29:00","21","八月","星期三","61"
"64",2914,19,"M","B","2016-11-23T10:30:00","10","十一月","星期三","61"
"65",4017,19,"M","B","2016-12-28T17:58:00","17","十二月","星期三","61"
"66",2070,16,"M","B","2016-10-26T06:15:00","6","十月","星期三","61"
"67",6552,18,"M","B","2017-03-12T04:04:00","4","三月","星期日","6"
"68",4394,18,"M","W","2017-01-06T11:10:00","11","一月","星期五","61"
"69",2949,20,"M","W","2016-11-18T01:47:00","1","十一月","星期五","6"
"70",750,16,"M","B","2016-08-30T00:32:00","0","八月","星期二","61"
"71",6624,21,"M","O","2017-03-13T22:39:00","22","三月","星期一","35"
"72",730,12,"M","B","2016-08-24T12:34:00","12","八月","星期三","6"
"73",730,12,"M","B","2016-08-24T12:34:00","12","八月","星期三","61"
"74",730,12,"M","B","2016-08-24T12:34:00","12","八月","星期三","27"
"75",734,21,"M","W","2016-08-13T02:18:00","2","八月","星期六","35"
"76",5930,16,"M","B","2017-02-17T19:57:00","19","二月","星期五","61"
"77",3069,21,"M","B","2016-12-02T10:00:00","10","十二月","星期五","61"
"78",1545,20,"M","W","2016-10-01T16:30:00","16","十月","星期六","63"
"79",1545,20,"M","W","2016-10-01T16:30:00","16","十月","星期六","6"
"80",5958,13,"F","B","2017-03-01T14:00:00","14","三月","星期三","61"
"81",925,17,"M","B","2016-09-02T13:51:00","13","九月","星期五","61"
"82",926,16,"M","B","2016-09-02T13:51:00","13","九月","星期五","61"
"83",5974,13,"M","B","2017-02-25T21:00:00","21","二月","星期六","6"
"84",6300,13,"M","B","2017-03-08T13:40:00","13","三月","星期三","6"
"85",962,16,"M","B","2016-09-16T15:25:00","15","九月","星期五","61"
"86",6036,15,"M","B","2017-02-16T10:55:00","10","二月","星期四","27"
"87",964,19,"M","B","2016-09-10T18:46:00","18","九月","星期六","27"
"88",965,16,"M","B","2016-09-10T18:45:00","18","九月","星期六","61"
"89",972,20,"M","B","2016-09-22T14:00:00","14","九月","星期四","61"
"90",6288,15,"M","B","2017-03-02T21:05:00","21","三月","星期四","61"
"91",3365,16,"M","B","2016-11-24T01:07:00","1","十一月","星期四","61"
"92",3380,17,"M","B","2016-12-11T11:40:00","11","十二月","星期日","61"
"93",1006,21,"M","W","2016-09-06T16:44:00","16","九月","星期二","63"
"94",1006,21,"M","W","2016-09-06T16:44:00","16","九月","星期二","6"
"95",1007,21,"M","W","2016-09-06T16:44:00","16","九月","星期二","63"
"96",1007,21,"M","W","2016-09-06T16:44:00","16","九月","星期二","6"
"97",3451,17,"M","B","2016-12-09T21:00:00","21","十二月","星期五","61"
"98",2714,19,"F","B","2016-10-09T02:40:00","2","十月","星期日","35"
"99",3453,17,"M","B","2016-12-12T22:36:00","22","十二月","星期一","6"
"100",3453,17,"M","B","2016-12-12T22:36:00","22","十二月","星期一","61"
"101",3456,18,"M","B","2016-12-14T19:30:00","19","十二月","星期三","61"
"102",3457,20,"M","B","2016-12-14T19:30:00","19","十二月","星期三","61"
"103",3458,18,"M","B","2016-12-14T19:30:00","19","十二月","星期三","61"
"104",3459,17,"M","B","2016-12-14T19:30:00","19","十二月","星期三","61"
"105",5330,16,"M","B","2017-02-13T17:30:00","17","二月","星期一","61"
"106",3543,21,"M","B","2016-12-19T13:08:00","13","十二月","星期一","6"
"107",3707,21,"M","W","2015-11-04T19:45:00","19","十一月","星期三","6"
"108",6292,16,"M","B","2017-03-08T17:53:00","17","三月","星期三","61"
"109",5931,17,"M","B","2017-02-18T06:05:00","6","二月","星期六","61"
"110",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","6"
"111",5972,15,"F","B","2017-02-25T21:00:00","21","二月","星期六","37"
"112",6299,13,"M","B","2017-03-08T13:50:00","13","三月","星期三","6"
"113",3693,21,"M","B","2016-12-26T09:00:00","9","十二月","星期一","27"
"114",3719,14,"M","B","2016-12-21T08:45:00","8","十二月","星期三","31"
"115",3720,13,"M","B","2016-12-21T08:45:00","8","十二月","星期三","31"
"116",3771,17,"M","B","2016-12-22T22:52:00","22","十二月","星期四","61"
"117",3789,17,"M","B","2016-12-16T03:45:00","3","十二月","星期五","61"
"118",1262,18,"M","B","2016-08-08T14:17:00","14","八月","星期一","61"
"119",1275,17,"F","B","2016-09-25T02:23:00","2","九月","星期日","61"
"120",1284,17,"M","B","2016-09-29T19:15:00","19","九月","星期四","61"
"121",1285,16,"M","B","2016-09-29T19:15:00","19","九月","星期四","61"
"122",1294,16,"M","B","2016-09-13T16:21:00","16","九月","星期二","61"
"123",1302,20,"M","W","2016-09-17T01:40:00","1","九月","星期六","6"
"124",1335,20,"M","W","2016-10-01T20:35:00","20","十月","星期六","63"
"125",1335,20,"M","W","2016-10-01T20:35:00","20","十月","星期六","6"
"126",1395,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","63"
"127",1395,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","6"
"128",1396,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","63"
"129",1396,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","6"
"130",1397,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","63"
"131",1397,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","6"
"132",1398,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","63"
"133",1398,19,"M","W","2016-09-26T16:00:00","16","九月","星期一","6"
"134",1562,18,"M","B","2016-09-28T17:00:00","17","九月","星期三","61"
"135",3902,21,"M","W","2016-12-24T02:00:00","2","十二月","星期六","35"
"136",6407,19,"M","B","2017-02-27T12:34:00","12","二月","星期一","35"
"137",1611,18,"M","W","2016-09-26T20:55:00","20","九月","星期一","6"
"138",4016,18,"M","B","2016-12-28T17:58:00","17","十二月","星期三","6"
"139",4016,18,"M","B","2016-12-28T17:58:00","17","十二月","星期三","61"
"140",4018,18,"M","B","2016-12-28T18:02:00","18","十二月","星期三","61"
"141",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","61"
"142",6479,21,"M","B","2017-03-05T09:03:00","9","三月","星期日","6"
"143",1534,21,"M","W","2016-09-27T11:45:00","11","九月","星期二","35"
"144",3452,13,"M","B","2016-12-12T16:07:00","16","十二月","星期一","61"
"145",4017,19,"M","B","2016-12-28T17:58:00","17","十二月","星期三","6"
"146",2206,21,"M","W","2016-10-22T01:40:00","1","十月","星期六","35"
"147",2986,18,"M","B","2016-11-17T12:00:00","12","十一月","星期四","35"
"148",3707,21,"M","W","2015-11-04T19:45:00","19","十一月","星期三","63"
"149",1533,21,"M","W","2016-09-27T11:45:00","11","九月","星期二","35"
"150",1535,21,"M","W","2016-09-27T11:45:00","11","九月","星期二","35"
"151",4018,18,"M","B","2016-12-28T18:02:00","18","十二月","星期三","6"
"152",3104,17,"M","B","2016-11-21T11:00:00","11","十一月","星期一","35"
"153",4209,20,"M","B","2017-01-03T15:40:00","15","一月","星期二","13(a)"
"154",4315,20,"M","B","2017-01-03T15:30:00","15","一月","星期二","13(a)"
"155",6031,12,"F","B","2017-02-21T12:20:00","12","二月","星期二","55"
"156",4413,15,"M","B","2017-01-12T11:21:00","11","一月","星期四","55"
"157",2063,10,"M","B","2016-10-20T10:45:00","10","十月","星期四","33"
"158",2063,10,"M","B","2016-10-20T10:45:00","10","十月","星期四","55"
"159",3843,21,"M","B","2016-12-19T13:10:00","13","十二月","星期一","61"
"160",2064,12,"M","B","2016-10-24T14:30:00","14","十月","星期一","55"
"161",3368,21,"M","H","2016-11-24T02:03:00","2","十一月","星期四","55"
"162",4459,18,"M","B","2017-01-23T17:40:00","17","一月","星期一","61"
"163",1762,20,"M","B","2016-10-05T21:00:00","21","十月","星期三","13(a)"
"164",4154,18,"M","B","2016-12-31T12:26:00","12","十二月","星期六","61"
"165",4154,18,"M","B","2016-12-31T12:26:00","12","十二月","星期六","13(a)"
"166",5878,20,"M","B","2017-02-23T18:02:00","18","二月","星期四","13(a)"
"167",2110,18,"F","W","2016-10-30T03:40:00","3","十月","星期日","38"
"168",95,21,"M","B","2016-08-29T23:30:00","23","八月","星期一","13(a)"
"169",4193,21,"M","W","2017-01-01T00:58:00","0","一月","星期日","55"
"170",2218,20,"M","B","2016-10-18T20:20:00","20","十月","星期二","13(a)"
"171",4537,21,"M","B","2017-01-11T20:45:00","20","一月","星期三","13(a)"
"172",2235,16,"F","B","2016-10-18T20:34:00","20","十月","星期二","55"
"173",2236,20,"M","W","2016-10-19T13:00:00","13","十月","星期三","13(a)"
"174",3203,19,"M","B","2016-12-07T08:55:00","8","十二月","星期三","39"
"175",2238,20,"M","B","2016-10-19T13:00:00","13","十月","星期三","61"
"176",2238,20,"M","B","2016-10-19T13:00:00","13","十月","星期三","13(a)"
"177",2069,16,"F","B","2016-10-25T14:55:00","14","十月","星期二","55"
"178",6537,18,"F","U","2017-03-14T10:15:00","10","三月","星期二","13(a)"
"179",4610,21,"M","W","2017-01-14T01:55:00","1","一月","星期六","55"
"180",6236,19,"M","B","2017-03-03T19:10:00","19","三月","星期五","13(a)"
"181",3725,12,"M","B","2016-12-19T09:14:00","9","十二月","星期一","55"
"182",4358,17,"M","B","2017-01-01T16:21:00","16","一月","星期日","13(a)"
"183",4362,15,"F","B","2017-01-09T08:40:00","8","一月","星期一","55"
"184",2275,21,"F","B","2016-10-25T14:23:00","14","十月","星期二","13(a)"
"185",2276,20,"F","B","2016-10-25T14:23:00","14","十月","星期二","13(a)"
"186",4383,20,"M","U","2017-01-07T01:31:00","1","一月","星期六","63"
"187",4383,20,"M","U","2017-01-07T01:31:00","1","一月","星期六","38"
"188",4393,19,"M","B","2017-01-07T04:20:00","4","一月","星期六","63"
"189",4408,20,"F","B","2017-01-07T22:45:00","22","一月","星期六","13(a)"
"190",2271,19,"M","B","2016-10-19T14:17:00","14","十月","星期三","13(a)"
"191",4115,15,"M","B","2017-01-06T13:20:00","13","一月","星期五","13(a)"
"192",4411,13,"M","B","2017-01-10T19:20:00","19","一月","星期二","27"
"193",4414,15,"F","B","2017-01-11T13:00:00","13","一月","星期三","55"
"194",6784,21,"M","B","2017-03-21T16:03:00","16","三月","星期二","13(a)"
"195",4418,15,"F","B","2017-01-11T22:00:00","22","一月","星期三","27"
"196",4420,16,"F","H","2017-01-21T19:55:00","19","一月","星期六","27"
"197",6788,20,"M","B","2017-03-19T18:59:00","18","三月","星期日","13(a)"
"198",4686,19,"M","B","2017-01-17T15:35:00","15","一月","星期二","13(a)"
"199",6522,19,"M","W","2017-03-14T22:05:00","22","三月","星期二","13(a)"
"200",3910,18,"M","B","2016-12-22T16:31:00","16","十二月","星期四","13(a)"
"201",3877,17,"M","B","2016-12-21T16:00:00","16","十二月","星期三","13(a)"
"202",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","13(a)"
"203",4098,21,"M","B","2016-12-30T00:40:00","0","十二月","星期五","13(a)"
"204",3810,18,"F","B","2016-12-13T22:20:00","22","十二月","星期二","13(a)"
"205",6810,17,"M","B","2017-03-24T18:40:00","18","三月","星期五","27"
"206",4744,20,"M","B","2017-01-18T18:18:00","18","一月","星期三","13(a)"
"207",4747,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)"
"208",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","13(a)"
"209",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","35"
"210",1996,18,"M","B","2016-10-12T11:34:00","11","十月","星期三","13(a)"
"211",3795,20,"F","W","2016-12-16T20:15:00","20","十二月","星期五","13(a)"
"212",4746,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","13(a)"
"213",6829,18,"F","B","2017-03-24T17:08:00","17","三月","星期五","13(a)"
"214",5783,19,"M","B","2017-02-18T13:20:00","13","二月","星期六","13(a)"
"215",1281,14,"M","B","2016-09-28T20:10:00","20","九月","星期三","13(a)"
"216",3100,10,"M","B","2016-11-18T08:02:00","8","十一月","星期五","55"
"217",2321,20,"F","B","2016-11-07T16:00:00","16","十一月","星期一","27"
"218",4104,20,"M","W","2016-12-24T18:42:00","18","十二月","星期六","13(a)"
"219",2335,21,"M","W","2016-10-17T21:15:00","21","十月","星期一","13(a)"
"220",4511,20,"M","W","2017-01-08T22:05:00","22","一月","星期日","38"
"221",6105,21,"F","B","2017-03-06T12:45:00","12","三月","星期一","41"
"222",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","27"
"223",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","55"
"224",2337,20,"M","W","2016-10-17T21:45:00","21","十月","星期一","13(a)"
"225",6469,21,"M","W","2017-03-11T21:22:00","21","三月","星期六","38"
"226",2352,19,"M","B","2016-10-26T07:30:00","7","十月","星期三","13(a)"
"227",4520,20,"M","B","2017-01-11T14:36:00","14","一月","星期三","61"
"228",2071,16,"F","B","2016-10-29T18:26:00","18","十月","星期六","13(a)"
"229",2071,16,"F","B","2016-10-29T18:26:00","18","十月","星期六","35"
"230",2587,13,"M","U","2016-11-08T14:00:00","14","十一月","星期二","27"
"231",2587,13,"M","U","2016-11-08T14:00:00","14","十一月","星期二","55"
"232",6479,21,"M","B","2017-03-05T09:03:00","9","三月","星期日","27"
"233",2073,20,"M","B","2016-10-11T19:30:00","19","十月","星期二","61"
"234",4934,10,"M","B","2017-01-25T15:30:00","15","一月","星期三","27"
"235",4934,10,"M","B","2017-01-25T15:30:00","15","一月","星期三","55"
"236",2356,21,"M","B","2016-10-29T01:10:00","1","十月","星期六","13(a)"
"237",2356,21,"M","B","2016-10-29T01:10:00","1","十月","星期六","55"
"238",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","61"
"239",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","13(a)"
"240",4957,20,"M","B","2017-01-24T17:33:00","17","一月","星期二","13(a)"
"241",4879,21,"M","W","2017-01-18T21:48:00","21","一月","星期三","13(a)"
"242",4991,19,"F","W","2017-01-29T21:00:00","21","一月","星期日","27"
"243",4991,19,"F","W","2017-01-29T21:00:00","21","一月","星期日","33"
"244",10,14,"M","B","2016-08-23T13:36:00","13","八月","星期二","31"
"245",4213,21,"M","W","2017-01-01T00:28:00","0","一月","星期日","55"
"246",3913,18,"M","B","2016-12-23T01:16:00","1","十二月","星期五","13(a)"
"247",6725,21,"M","W","2017-03-19T01:20:00","1","三月","星期日","35"
"248",4999,20,"M","B","2017-01-29T23:30:00","23","一月","星期日","13(a)"
"249",2375,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","39"
"250",22,14,"M","W","2016-09-13T10:40:00","10","九月","星期二","27"
"251",22,14,"M","W","2016-09-13T10:40:00","10","九月","星期二","33"
"252",2376,14,"M","B","2016-11-08T10:30:00","10","十一月","星期二","39"
"253",2377,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","39"
"254",26,15,"M","B","2016-08-31T21:29:00","21","八月","星期三","27"
"255",2378,16,"M","B","2016-11-01T08:00:00","8","十一月","星期二","55"
"256",2383,18,"M","B","2016-10-26T22:30:00","22","十月","星期三","13(a)"
"257",5056,21,"M","B","2017-01-31T18:38:00","18","一月","星期二","13(a)"
"258",4112,11,"F","B","2016-12-20T15:08:00","15","十二月","星期二","27"
"259",4112,11,"F","B","2016-12-20T15:08:00","15","十二月","星期二","55"
"260",62,15,"F","H","2016-08-31T13:30:00","13","八月","星期三","33"
"261",6765,16,"M","B","2017-03-20T17:55:00","17","三月","星期一","27"
"262",4116,16,"F","O","2016-12-27T07:49:00","7","十二月","星期二","55"
"263",84,19,"M","B","2016-08-14T02:15:00","2","八月","星期日","13(a)"
"264",94,16,"M","B","2016-09-01T23:22:00","23","九月","星期四","13(a)"
"265",6772,15,"F","O","2017-03-02T13:30:00","13","三月","星期四","55"
"266",120,21,"M","W","2016-08-05T00:12:00","0","八月","星期五","13(a)"
"267",4576,17,"M","B","2017-01-28T17:00:00","17","一月","星期六","13(a)"
"268",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","61"
"269",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","13(a)"
"270",2392,10,"M","B","2016-11-04T13:28:00","13","十一月","星期五","55"
"271",4579,21,"M","W","2017-01-13T23:31:00","23","一月","星期五","13(a)"
"272",2394,19,"M","W","2016-10-29T00:36:00","0","十月","星期六","63"
"273",2399,16,"F","B","2016-11-08T14:58:00","14","十一月","星期二","55"
"274",2398,14,"M","B","2016-11-01T11:06:00","11","十一月","星期二","55"
"275",198,20,"M","B","2016-08-09T15:46:00","15","八月","星期二","13(a)"
"276",2405,20,"M","B","2016-10-30T17:20:00","17","十月","星期日","13(a)"
"277",1865,21,"M","W","2016-10-19T10:20:00","10","十月","星期三","33"
"278",2583,16,"U","B","2016-10-13T12:30:00","12","十月","星期四","13(a)"
"279",227,19,"M","B","2016-08-03T17:26:00","17","八月","星期三","13(a)"
"280",6032,11,"F","B","2017-02-21T12:20:00","12","二月","星期二","55"
"281",2586,13,"M","B","2016-11-14T13:00:00","13","十一月","星期一","13(a)"
"282",2593,14,"F","B","2016-11-09T11:40:00","11","十一月","星期三","39"
"283",6650,18,"F","B","2017-03-16T19:36:00","19","三月","星期四","13(a)"
"284",1670,21,"M","B","2016-10-11T13:35:00","13","十月","星期二","61"
"285",1671,20,"M","B","2016-10-01T16:40:00","16","十月","星期六","13(a)"
"286",269,20,"M","B","2016-09-14T13:22:00","13","九月","星期三","13(a)"
"287",6204,21,"M","W","2017-03-04T16:42:00","16","三月","星期六","13(a)"
"288",5242,21,"F","B","2017-02-01T17:30:00","17","二月","星期三","13(a)"
"289",6783,19,"M","B","2017-03-21T16:03:00","16","三月","星期二","13(a)"
"290",303,18,"M","W","2016-08-22T02:35:00","2","八月","星期一","37"
"291",303,18,"M","W","2016-08-22T02:35:00","2","八月","星期一","38"
"292",1684,17,"M","B","2016-10-05T12:25:00","12","十月","星期三","27"
"293",5281,19,"M","B","2017-02-15T08:40:00","8","二月","星期三","13(a)"
"294",2708,19,"M","B","2016-11-07T14:05:00","14","十一月","星期一","13(a)"
"295",6805,14,"F","B","2017-03-17T15:43:00","15","三月","星期五","55"
"296",323,19,"M","B","2016-09-03T14:30:00","14","九月","星期六","27"
"297",6685,18,"M","W","2017-03-22T20:15:00","20","三月","星期三","13(a)"
"298",336,18,"F","B","2016-08-02T03:55:00","3","八月","星期二","27"
"299",4361,13,"F","B","2017-01-09T09:10:00","9","一月","星期一","55"
"300",4598,20,"M","B","2017-01-12T17:36:00","17","一月","星期四","13(a)"
"301",346,17,"M","A","2016-08-22T10:00:00","10","八月","星期一","39"
"302",8,21,"F","B","2016-08-16T04:25:00","4","八月","星期二","55"
"303",8,21,"F","B","2016-08-16T04:25:00","4","八月","星期二","33"
"304",4117,16,"M","B","2016-12-29T18:20:00","18","十二月","星期四","13(a)"
"305",2060,17,"M","B","2016-10-18T11:05:00","11","十月","星期二","13(a)"
"306",358,21,"M","W","2016-08-21T02:35:00","2","八月","星期日","35"
"307",3730,12,"F","B","2016-12-20T14:58:00","14","十二月","星期二","55"
"308",4625,20,"M","B","2017-01-17T16:02:00","16","一月","星期二","61"
"309",4637,19,"M","B","2016-12-19T17:31:00","17","十二月","星期一","13(a)"
"310",2457,20,"M","W","2016-10-28T23:10:00","23","十月","星期五","63"
"311",5328,15,"M","B","2017-02-13T17:30:00","17","二月","星期一","13(a)"
"312",5331,17,"M","B","2017-02-13T17:30:00","17","二月","星期一","13(a)"
"313",2470,19,"M","B","2016-10-26T17:17:00","17","十月","星期三","61"
"314",4409,18,"F","W","2017-01-07T22:45:00","22","一月","星期六","13(a)"
"315",2102,15,"F","B","2016-10-31T09:25:00","9","十月","星期一","55"
"316",4432,19,"F","B","2017-01-11T02:00:00","2","一月","星期三","38"
"317",4441,17,"F","H","2017-01-21T20:35:00","20","一月","星期六","27"
"318",4359,11,"M","B","2017-01-03T12:44:00","12","一月","星期二","55"
"319",396,21,"M","B","2016-08-21T08:30:00","8","八月","星期日","43"
"320",396,21,"M","B","2016-08-21T08:30:00","8","八月","星期日","27"
"321",1069,21,"M","B","2016-09-12T15:08:00","15","九月","星期一","33"
"322",4445,17,"M","B","2017-01-20T20:35:00","20","一月","星期五","38"
"323",5381,21,"F","W","2017-02-02T22:43:00","22","二月","星期四","13(a)"
"324",6820,17,"M","B","2017-03-13T11:30:00","11","三月","星期一","55"
"325",4514,20,"M","W","2017-01-01T09:02:00","9","一月","星期日","33"
"326",1810,20,"F","B","2016-10-09T16:59:00","16","十月","星期日","27"
"327",6821,13,"M","B","2017-03-20T15:45:00","15","三月","星期一","55"
"328",6150,20,"M","B","2017-03-02T21:52:00","21","三月","星期四","13(a)"
"329",2490,19,"F","W","2016-10-29T23:55:00","23","十月","星期六","63"
"330",2490,19,"F","W","2016-10-29T23:55:00","23","十月","星期六","27"
"331",116,20,"M","B","2016-08-11T21:10:00","21","八月","星期四","13(a)"
"332",2582,11,"M","B","2016-11-07T12:40:00","12","十一月","星期一","55"
"333",2588,12,"M","B","2016-11-08T14:00:00","14","十一月","星期二","27"
"334",2588,12,"M","B","2016-11-08T14:00:00","14","十一月","星期二","55"
"335",2589,12,"M","U","2016-11-08T14:00:00","14","十一月","星期二","27"
"336",2589,12,"M","U","2016-11-08T14:00:00","14","十一月","星期二","55"
"337",2594,15,"F","B","2016-11-09T11:40:00","11","十一月","星期三","39"
"338",5399,21,"M","B","2017-02-04T01:23:00","1","二月","星期六","55"
"339",2599,17,"M","W","2016-11-18T01:10:00","1","十一月","星期五","38"
"340",5421,18,"M","B","2017-02-04T09:02:00","9","二月","星期六","13(a)"
"341",139,21,"M","B","2016-08-29T01:40:00","1","八月","星期一","13(a)"
"342",4870,20,"M","B","2017-01-22T04:25:00","4","一月","星期日","27"
"343",4745,20,"M","B","2017-01-18T18:18:00","18","一月","星期三","13(a)"
"344",2621,21,"M","B","2016-11-19T17:35:00","17","十一月","星期六","13(a)"
"345",176,21,"M","W","2016-08-14T19:40:00","19","八月","星期日","39"
"346",4540,19,"M","B","2017-01-13T19:55:00","19","一月","星期五","33"
"347",5432,21,"M","B","2017-02-09T16:26:00","16","二月","星期四","13(a)"
"348",6532,21,"M","B","2017-03-14T17:00:00","17","三月","星期二","13(a)"
"349",2642,19,"M","B","2016-11-02T11:50:00","11","十一月","星期三","61"
"350",194,15,"M","B","2016-08-23T00:43:00","0","八月","星期二","39"
"351",439,16,"M","B","2016-08-07T20:52:00","20","八月","星期日","55"
"352",441,21,"F","W","2016-08-16T16:53:00","16","八月","星期二","13(a)"
"353",441,21,"F","W","2016-08-16T16:53:00","16","八月","星期二","35"
"354",2560,20,"M","B","2016-10-28T01:16:00","1","十月","星期五","13(a)"
"355",5433,18,"M","B","2017-02-09T16:26:00","16","二月","星期四","13(a)"
"356",5434,21,"M","B","2017-02-09T16:26:00","16","二月","星期四","13(a)"
"357",456,19,"M","B","2016-08-23T17:16:00","17","八月","星期二","13(a)"
"358",4838,20,"M","W","2017-01-25T11:55:00","11","一月","星期三","38"
"359",4292,21,"M","B","2017-01-05T16:38:00","16","一月","星期四","13(a)"
